PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29768204","An Amphipathic Helix Directs Cellular Membrane Curvature Sensing and Function of the BAR Domain Protein PICK1","Herlo R, Lund VK, Lycas MD, Jansen AM, Khelashvili G, Andersen RC, Bhatia V, Pedersen TS, Albornoz PBC, Johner N, Ammendrup-Johnsen I, Christensen NR, Erlendsson S, Stoklund M, Larsen JB, Weinstein H, Kjærulff O, Stamou D, Gether U, Madsen KL.","Cell Rep. 2018 May 15;23(7):2056-2069. doi: 10.1016/j.celrep.2018.04.074.","Herlo R","Cell Rep","2018","2018/05/17","","","10.1016/j.celrep.2018.04.074"
"40027633","Social context and dopamine signaling converge in the mushroom body to drive impulsivity","Sabandal PR, Kim YC, Sabandal JM, Han KA.","bioRxiv [Preprint]. 2025 Feb 22:2025.02.21.639508. doi: 10.1101/2025.02.21.639508.","Sabandal PR","bioRxiv","2025","2025/03/03","PMC11870619","","10.1101/2025.02.21.639508"
"37436892","Excess glutamate release triggers subunit-specific homeostatic receptor scaling","Han Y, Goel P, Chen J, Perry S, Tran N, Nishimura S, Sanjani M, Chien C, Dickman D.","Cell Rep. 2023 Jul 25;42(7):112775. doi: 10.1016/j.celrep.2023.112775. Epub 2023 Jul 11.","Han Y","Cell Rep","2023","2023/07/12","PMC10529671","NIHMS1920504","10.1016/j.celrep.2023.112775"
"31724947","Nitric oxide acts as a cotransmitter in a subset of dopaminergic neurons to diversify memory dynamics","Aso Y, Ray RP, Long X, Bushey D, Cichewicz K, Ngo TT, Sharp B, Christoforou C, Hu A, Lemire AL, Tillberg P, Hirsh J, Litwin-Kumar A, Rubin GM.","Elife. 2019 Nov 14;8:e49257. doi: 10.7554/eLife.49257.","Aso Y","Elife","2019","2019/11/15","PMC6948953","","10.7554/eLife.49257"
"20581279","Object preference by walking fruit flies, Drosophila melanogaster, is mediated by vision and graviperception","Robie AA, Straw AD, Dickinson MH.","J Exp Biol. 2010 Jul 15;213(Pt 14):2494-506. doi: 10.1242/jeb.041749.","Robie AA","J Exp Biol","2010","2010/06/29","PMC2892423","","10.1242/jeb.041749"
"35290769","Insect flight: Flies use a throttle to steer","Hedrick TL, Dickerson BH.","Curr Biol. 2022 Mar 14;32(5):R218-R220. doi: 10.1016/j.cub.2022.01.043.","Hedrick TL","Curr Biol","2022","2022/03/15","","","10.1016/j.cub.2022.01.043"
"17956753","Synapse specificity: Wnts keep motor axons on target","Lu CS, Van Vactor D.","Curr Biol. 2007 Oct 23;17(20):R895-8. doi: 10.1016/j.cub.2007.08.029.","Lu CS","Curr Biol","2007","2007/10/25","","","10.1016/j.cub.2007.08.029"
"36897069","Genetic dissection of mutual interference between two consecutive learning tasks in Drosophila","Zhao J, Zhang X, Zhao B, Hu W, Diao T, Wang L, Zhong Y, Li Q.","Elife. 2023 Mar 10;12:e83516. doi: 10.7554/eLife.83516.","Zhao J","Elife","2023","2023/03/10","PMC10030115","","10.7554/eLife.83516"
"34910905","Distinct molecular pathways govern presynaptic homeostatic plasticity","Nair AG, Muttathukunnel P, Müller M.","Cell Rep. 2021 Dec 14;37(11):110105. doi: 10.1016/j.celrep.2021.110105.","Nair AG","Cell Rep","2021","2021/12/15","PMC8692748","","10.1016/j.celrep.2021.110105"
"31607538","Flies Regulate Wing Motion via Active Control of a Dual-Function Gyroscope","Dickerson BH, de Souza AM, Huda A, Dickinson MH.","Curr Biol. 2019 Oct 21;29(20):3517-3524.e3. doi: 10.1016/j.cub.2019.08.065. Epub 2019 Oct 10.","Dickerson BH","Curr Biol","2019","2019/10/15","PMC7307274","NIHMS1539069","10.1016/j.cub.2019.08.065"
"36800417","Interactive nanocluster compaction of the ELKS scaffold and Cacophony Ca(2+) channels drives sustained active zone potentiation","Ghelani T, Escher M, Thomas U, Esch K, Lützkendorf J, Depner H, Maglione M, Parutto P, Gratz S, Matkovic-Rachid T, Ryglewski S, Walter AM, Holcman D, O'Connor Giles K, Heine M, Sigrist SJ.","Sci Adv. 2023 Feb 17;9(7):eade7804. doi: 10.1126/sciadv.ade7804. Epub 2023 Feb 17.","Ghelani T","Sci Adv","2023","2023/02/17","PMC9937578","","10.1126/sciadv.ade7804"
"19801442","The role of experience in flight behaviour of Drosophila","Hesselberg T, Lehmann FO.","J Exp Biol. 2009 Oct;212(Pt 20):3377-86. doi: 10.1242/jeb.025221.","Hesselberg T","J Exp Biol","2009","2009/10/06","","","10.1242/jeb.025221"
"36130523","Nucleoporins are degraded via upregulation of ESCRT-III/Vps4 complex in Drosophila models of C9-ALS/FTD","Dubey SK, Maulding K, Sung H, Lloyd TE.","Cell Rep. 2022 Sep 20;40(12):111379. doi: 10.1016/j.celrep.2022.111379.","Dubey SK","Cell Rep","2022","2022/09/21","PMC10099287","NIHMS1837777","10.1016/j.celrep.2022.111379"
"36103878","Differential coding of absolute and relative aversive value in the Drosophila brain","Villar ME, Pavão-Delgado M, Amigo M, Jacob PF, Merabet N, Pinot A, Perry SA, Waddell S, Perisse E.","Curr Biol. 2022 Nov 7;32(21):4576-4592.e5. doi: 10.1016/j.cub.2022.08.058. Epub 2022 Sep 13.","Villar ME","Curr Biol","2022","2022/09/14","","","10.1016/j.cub.2022.08.058"
"34936868","Brain connectivity inversely scales with developmental temperature in Drosophila","Kiral FR, Dutta SB, Linneweber GA, Hilgert S, Poppa C, Duch C, von Kleist M, Hassan BA, Hiesinger PR.","Cell Rep. 2021 Dec 21;37(12):110145. doi: 10.1016/j.celrep.2021.110145.","Kiral FR","Cell Rep","2021","2021/12/22","","","10.1016/j.celrep.2021.110145"
"38077032","Neuronal calcium spikes enable vector inversion in the Drosophila brain","Ishida IG, Sethi S, Mohren TL, Abbott LF, Maimon G.","bioRxiv [Preprint]. 2023 Nov 28:2023.11.24.568537. doi: 10.1101/2023.11.24.568537.","Ishida IG","bioRxiv","2023","2023/12/11","PMC10705278","","10.1101/2023.11.24.568537"
"20951043","Structural long-term changes at mushroom body input synapses","Kremer MC, Christiansen F, Leiss F, Paehler M, Knapek S, Andlauer TF, Förstner F, Kloppenburg P, Sigrist SJ, Tavosanis G.","Curr Biol. 2010 Nov 9;20(21):1938-44. doi: 10.1016/j.cub.2010.09.060. Epub 2010 Oct 14.","Kremer MC","Curr Biol","2010","2010/10/19","","","10.1016/j.cub.2010.09.060"
"39577424","Adaptation to visual sparsity enhances responses to isolated stimuli","Gou T, Matulis CA, Clark DA.","Curr Biol. 2024 Dec 16;34(24):5697-5713.e8. doi: 10.1016/j.cub.2024.10.053. Epub 2024 Nov 21.","Gou T","Curr Biol","2024","2024/11/22","PMC11834764","NIHMS2056687","10.1016/j.cub.2024.10.053"
"17289577","Excitatory local circuits and their implications for olfactory processing in the fly antennal lobe","Shang Y, Claridge-Chang A, Sjulson L, Pypaert M, Miesenböck G.","Cell. 2007 Feb 9;128(3):601-12. doi: 10.1016/j.cell.2006.12.034.","Shang Y","Cell","2007","2007/02/10","PMC2866183","NIHMS20724","10.1016/j.cell.2006.12.034"
"34002696","Psychomotor impairments and therapeutic implications revealed by a mutation associated with infantile Parkinsonism-Dystonia","Aguilar JI, Cheng MH, Font J, Schwartz AC, Ledwitch K, Duran A, Mabry SJ, Belovich AN, Zhu Y, Carter AM, Shi L, Kurian MA, Fenollar-Ferrer C, Meiler J, Ryan RM, Mchaourab HS, Bahar I, Matthies HJ, Galli A.","Elife. 2021 May 18;10:e68039. doi: 10.7554/eLife.68039.","Aguilar JI","Elife","2021","2021/05/18","PMC8131106","","10.7554/eLife.68039"
"31914394","Neurochemical Organization of the Drosophila Brain Visualized by Endogenously Tagged Neurotransmitter Receptors","Kondo S, Takahashi T, Yamagata N, Imanishi Y, Katow H, Hiramatsu S, Lynn K, Abe A, Kumaraswamy A, Tanimoto H.","Cell Rep. 2020 Jan 7;30(1):284-297.e5. doi: 10.1016/j.celrep.2019.12.018.","Kondo S","Cell Rep","2020","2020/01/09","","","10.1016/j.celrep.2019.12.018"
"32755582","Altered MICOS Morphology and Mitochondrial Ion Homeostasis Contribute to Poly(GR) Toxicity Associated with C9-ALS/FTD","Li S, Wu Z, Li Y, Tantray I, De Stefani D, Mattarei A, Krishnan G, Gao FB, Vogel H, Lu B.","Cell Rep. 2020 Aug 4;32(5):107989. doi: 10.1016/j.celrep.2020.107989.","Li S","Cell Rep","2020","2020/08/07","PMC7433775","NIHMS1617874","10.1016/j.celrep.2020.107989"
"19706282","Olfactory information processing in Drosophila","Masse NY, Turner GC, Jefferis GS.","Curr Biol. 2009 Aug 25;19(16):R700-13. doi: 10.1016/j.cub.2009.06.026.","Masse NY","Curr Biol","2009","2009/08/27","","","10.1016/j.cub.2009.06.026"
"17382887","A map of olfactory representation in the Drosophila mushroom body","Lin HH, Lai JS, Chin AL, Chen YC, Chiang AS.","Cell. 2007 Mar 23;128(6):1205-17. doi: 10.1016/j.cell.2007.03.006.","Lin HH","Cell","2007","2007/03/27","","","10.1016/j.cell.2007.03.006"
"31584428","DeepFly3D, a deep learning-based approach for 3D limb and appendage tracking in tethered, adult Drosophila","Günel S, Rhodin H, Morales D, Campagnolo J, Ramdya P, Fua P.","Elife. 2019 Oct 4;8:e48571. doi: 10.7554/eLife.48571.","Günel S","Elife","2019","2019/10/05","PMC6828327","","10.7554/eLife.48571"
"23791523","Adult neurogenesis in Drosophila","Fernández-Hernández I, Rhiner C, Moreno E.","Cell Rep. 2013 Jun 27;3(6):1857-65. doi: 10.1016/j.celrep.2013.05.034. Epub 2013 Jun 20.","Fernández-Hernández I","Cell Rep","2013","2013/06/25","","","10.1016/j.celrep.2013.05.034"
"29706545","Dendritic Integration of Sensory Evidence in Perceptual Decision-Making","Groschner LN, Chan Wah Hak L, Bogacz R, DasGupta S, Miesenböck G.","Cell. 2018 May 3;173(4):894-905.e13. doi: 10.1016/j.cell.2018.03.075. Epub 2018 Apr 26.","Groschner LN","Cell","2018","2018/05/01","PMC5947940","","10.1016/j.cell.2018.03.075"
"30089267","Fan-Shaped Body Neurons in the Drosophila Brain Regulate Both Innate and Conditioned Nociceptive Avoidance","Hu W, Peng Y, Sun J, Zhang F, Zhang X, Wang L, Li Q, Zhong Y.","Cell Rep. 2018 Aug 7;24(6):1573-1584. doi: 10.1016/j.celrep.2018.07.028.","Hu W","Cell Rep","2018","2018/08/09","","","10.1016/j.celrep.2018.07.028"
"38456840","How larvae feel the world around them","Berni J.","Elife. 2024 Mar 8;13:e96708. doi: 10.7554/eLife.96708.","Berni J","Elife","2024","2024/03/08","PMC10923558","","10.7554/eLife.96708"
"26499494","Nonlinear circuits for naturalistic visual motion estimation","Fitzgerald JE, Clark DA.","Elife. 2015 Oct 24;4:e09123. doi: 10.7554/eLife.09123.","Fitzgerald JE","Elife","2015","2015/10/27","PMC4663970","","10.7554/eLife.09123"
"30661802","Developmentally Arrested Precursors of Pontine Neurons Establish an Embryonic Blueprint of the Drosophila Central Complex","Andrade IV, Riebli N, Nguyen BM, Omoto JJ, Cardona A, Hartenstein V.","Curr Biol. 2019 Feb 4;29(3):412-425.e3. doi: 10.1016/j.cub.2018.12.012. Epub 2019 Jan 17.","Andrade IV","Curr Biol","2019","2019/01/22","PMC6524766","NIHMS1519620","10.1016/j.cub.2018.12.012"
"24411734","Pharmacological correction of gating defects in the voltage-gated Ca(v)2.1 Ca²⁺ channel due to a familial hemiplegic migraine mutation","Inagaki A, Frank CA, Usachev YM, Benveniste M, Lee A.","Neuron. 2014 Jan 8;81(1):91-102. doi: 10.1016/j.neuron.2013.10.056.","Inagaki A","Neuron","2014","2014/01/14","PMC4012382","NIHMS535449","10.1016/j.neuron.2013.10.056"
"36450258","Madm/NRBP1 mediates synaptic maintenance and neurodegeneration-induced presynaptic homeostatic potentiation","Mushtaq Z, Aavula K, Lasser DA, Kieweg ID, Lion LM, Kins S, Pielage J.","Cell Rep. 2022 Nov 29;41(9):111710. doi: 10.1016/j.celrep.2022.111710.","Mushtaq Z","Cell Rep","2022","2022/11/30","","","10.1016/j.celrep.2022.111710"
"32343229","Drosophila Synaptotagmin 7 negatively regulates synaptic vesicle release and replenishment in a dosage-dependent manner","Guan Z, Quiñones-Frías MC, Akbergenova Y, Littleton JT.","Elife. 2020 Apr 28;9:e55443. doi: 10.7554/eLife.55443.","Guan Z","Elife","2020","2020/04/29","PMC7224696","","10.7554/eLife.55443"
"29166604","Capture of Dense Core Vesicles at Synapses by JNK-Dependent Phosphorylation of Synaptotagmin-4","Bharat V, Siebrecht M, Burk K, Ahmed S, Reissner C, Kohansal-Nodehi M, Steubler V, Zweckstetter M, Ting JT, Dean C.","Cell Rep. 2017 Nov 21;21(8):2118-2133. doi: 10.1016/j.celrep.2017.10.084.","Bharat V","Cell Rep","2017","2017/11/23","PMC5714612","","10.1016/j.celrep.2017.10.084"
"39067453","Wind gates olfaction-driven search states in free flight","Stupski SD, van Breugel F.","Curr Biol. 2024 Oct 7;34(19):4397-4411.e6. doi: 10.1016/j.cub.2024.07.009. Epub 2024 Jul 26.","Stupski SD","Curr Biol","2024","2024/07/27","PMC11461137","NIHMS2009130","10.1016/j.cub.2024.07.009"
"38700995","Metabolic and neurobehavioral disturbances induced by purine recycling deficiency in Drosophila","Petitgas C, Seugnet L, Dulac A, Matassi G, Mteyrek A, Fima R, Strehaiano M, Dagorret J, Chérif-Zahar B, Marie S, Ceballos-Picot I, Birman S.","Elife. 2024 May 3;12:RP88510. doi: 10.7554/eLife.88510.","Petitgas C","Elife","2024","2024/05/03","PMC11068357","","10.7554/eLife.88510"
"31056390","Diverse Food-Sensing Neurons Trigger Idiothetic Local Search in Drosophila","Corfas RA, Sharma T, Dickinson MH.","Curr Biol. 2019 May 20;29(10):1660-1668.e4. doi: 10.1016/j.cub.2019.03.004. Epub 2019 May 2.","Corfas RA","Curr Biol","2019","2019/05/07","PMC6532790","NIHMS1528027","10.1016/j.cub.2019.03.004"
"26919434","Parallel Transformation of Tactile Signals in Central Circuits of Drosophila","Tuthill JC, Wilson RI.","Cell. 2016 Feb 25;164(5):1046-59. doi: 10.1016/j.cell.2016.01.014.","Tuthill JC","Cell","2016","2016/02/27","PMC4879191","NIHMS759483","10.1016/j.cell.2016.01.014"
"33852845","eIF5A hypusination, boosted by dietary spermidine, protects from premature brain aging and mitochondrial dysfunction","Liang Y, Piao C, Beuschel CB, Toppe D, Kollipara L, Bogdanow B, Maglione M, Lützkendorf J, See JCK, Huang S, Conrad TOF, Kintscher U, Madeo F, Liu F, Sickmann A, Sigrist SJ.","Cell Rep. 2021 Apr 13;35(2):108941. doi: 10.1016/j.celrep.2021.108941.","Liang Y","Cell Rep","2021","2021/04/14","","","10.1016/j.celrep.2021.108941"
"26880554","Neuronal processing of noxious thermal stimuli mediated by dendritic Ca(2+) influx in Drosophila somatosensory neurons","Terada S, Matsubara D, Onodera K, Matsuzaki M, Uemura T, Usui T.","Elife. 2016 Feb 15;5:e12959. doi: 10.7554/eLife.12959.","Terada S","Elife","2016","2016/02/17","PMC4786431","","10.7554/eLife.12959"
"29791860","The Olfactory Logic behind Fruit Odor Preferences in Larval and Adult Drosophila","Dweck HKM, Ebrahim SAM, Retzke T, Grabe V, Weißflog J, Svatoš A, Hansson BS, Knaden M.","Cell Rep. 2018 May 22;23(8):2524-2531. doi: 10.1016/j.celrep.2018.04.085.","Dweck HKM","Cell Rep","2018","2018/05/24","","","10.1016/j.celrep.2018.04.085"
"23098592","Behavioral neuroscience: Crawling is a no-brainer for fruit fly larvae","Riedl J, Louis M.","Curr Biol. 2012 Oct 23;22(20):R867-9. doi: 10.1016/j.cub.2012.08.018.","Riedl J","Curr Biol","2012","2012/10/27","","","10.1016/j.cub.2012.08.018"
"39314321","Multiple mechanisms of action of an extremely painful venom","Borjon LJ, de Assis Ferreira LC, Trinidad JC, Šašić S, Hohmann AG, Tracey WD.","bioRxiv [Preprint]. 2024 Sep 12:2024.09.12.612741. doi: 10.1101/2024.09.12.612741.","Borjon LJ","bioRxiv","2024","2024/09/24","PMC11419154","","10.1101/2024.09.12.612741"
"34813753","Decision making: An analogue implementation of a drift-diffusion computation in the Drosophila mushroom body","Buerkle N, Jeanne JM.","Curr Biol. 2021 Nov 22;31(22):R1479-R1482. doi: 10.1016/j.cub.2021.09.039.","Buerkle N","Curr Biol","2021","2021/11/23","","","10.1016/j.cub.2021.09.039"
"26451491","SnapShot: Olfactory Classical Conditioning of Drosophila","Davis RL.","Cell. 2015 Oct 8;163(2):524-524.e1. doi: 10.1016/j.cell.2015.09.043.","Davis RL","Cell","2015","2015/10/10","","","10.1016/j.cell.2015.09.043"
"29444420","Perineurial Barrier Glia Physically Respond to Alcohol in an Akap200-Dependent Manner to Promote Tolerance","Parkhurst SJ, Adhikari P, Navarrete JS, Legendre A, Manansala M, Wolf FW.","Cell Rep. 2018 Feb 13;22(7):1647-1656. doi: 10.1016/j.celrep.2018.01.049.","Parkhurst SJ","Cell Rep","2018","2018/02/15","PMC5831198","NIHMS943897","10.1016/j.celrep.2018.01.049"
"28756946","Fragile X Mental Retardation Protein Requirements in Activity-Dependent Critical Period Neural Circuit Refinement","Doll CA, Vita DJ, Broadie K.","Curr Biol. 2017 Aug 7;27(15):2318-2330.e3. doi: 10.1016/j.cub.2017.06.046. Epub 2017 Jul 27.","Doll CA","Curr Biol","2017","2017/08/01","PMC5572839","NIHMS894515","10.1016/j.cub.2017.06.046"
"29549237","Functional architecture of reward learning in mushroom body extrinsic neurons of larval Drosophila","Saumweber T, Rohwedder A, Schleyer M, Eichler K, Chen YC, Aso Y, Cardona A, Eschbach C, Kobler O, Voigt A, Durairaja A, Mancini N, Zlatic M, Truman JW, Thum AS, Gerber B.","Nat Commun. 2018 Mar 16;9(1):1104. doi: 10.1038/s41467-018-03130-1.","Saumweber T","Nat Commun","2018","2018/03/18","PMC5856778","","10.1038/s41467-018-03130-1"
"37040711","Neuroscience: Moving thoughts control insulin release","Schoofs A, Pankratz MJ.","Curr Biol. 2023 Apr 10;33(7):R274-R276. doi: 10.1016/j.cub.2023.02.054.","Schoofs A","Curr Biol","2023","2023/04/11","","","10.1016/j.cub.2023.02.054"
"36821442","Notch-dependent binary fate choice regulates the Netrin pathway to control axon guidance of Drosophila visual projection neurons","Zhang Y, Lowe S, Ding AZ, Li X.","Cell Rep. 2023 Mar 28;42(3):112143. doi: 10.1016/j.celrep.2023.112143. Epub 2023 Feb 22.","Zhang Y","Cell Rep","2023","2023/02/23","PMC10124989","NIHMS1887261","10.1016/j.celrep.2023.112143"
"30232002","Sugar Promotes Feeding in Flies via the Serine Protease Homolog scarface","Prasad N, Hens K.","Cell Rep. 2018 Sep 18;24(12):3194-3206.e4. doi: 10.1016/j.celrep.2018.08.059.","Prasad N","Cell Rep","2018","2018/09/21","PMC6167639","","10.1016/j.celrep.2018.08.059"
"35139360","Behavioral signatures of structured feature detection during courtship in Drosophila","Ning J, Li Z, Zhang X, Wang J, Chen D, Liu Q, Sun Y.","Curr Biol. 2022 Mar 28;32(6):1211-1231.e7. doi: 10.1016/j.cub.2022.01.024. Epub 2022 Feb 8.","Ning J","Curr Biol","2022","2022/02/09","","","10.1016/j.cub.2022.01.024"
"38826334","Tango-seq: overlaying transcriptomics on connectomics to identify neurons downstream of Drosophila clock neurons","Ehrlich A, Xu AA, Luminari S, Kidd S, Treiber CD, Russo J, Blau J.","bioRxiv [Preprint]. 2024 May 22:2024.05.22.595372. doi: 10.1101/2024.05.22.595372.","Ehrlich A","bioRxiv","2024","2024/06/03","PMC11142192","","10.1101/2024.05.22.595372"
"25497434","The taste of togetherness","Clark JT, Ray A.","Elife. 2014 Dec 11;3:e05490. doi: 10.7554/eLife.05490.","Clark JT","Elife","2014","2014/12/16","PMC4264403","","10.7554/eLife.05490"
"33463521","fruitless tunes functional flexibility of courtship circuitry during development","Chen J, Jin S, Chen D, Cao J, Ji X, Peng Q, Pan Y.","Elife. 2021 Jan 19;10:e59224. doi: 10.7554/eLife.59224.","Chen J","Elife","2021","2021/01/19","PMC7861613","","10.7554/eLife.59224"
"29166600","Dopamine Receptor DAMB Signals via Gq to Mediate Forgetting in Drosophila","Himmelreich S, Masuho I, Berry JA, MacMullen C, Skamangas NK, Martemyanov KA, Davis RL.","Cell Rep. 2017 Nov 21;21(8):2074-2081. doi: 10.1016/j.celrep.2017.10.108.","Himmelreich S","Cell Rep","2017","2017/11/23","PMC6168074","NIHMS989904","10.1016/j.celrep.2017.10.108"
"33852866","Rab2 drives axonal transport of dense core vesicles and lysosomal organelles","Lund VK, Lycas MD, Schack A, Andersen RC, Gether U, Kjaerulff O.","Cell Rep. 2021 Apr 13;35(2):108973. doi: 10.1016/j.celrep.2021.108973.","Lund VK","Cell Rep","2021","2021/04/14","","","10.1016/j.celrep.2021.108973"
"22119527","Wiring economy and volume exclusion determine neuronal placement in the Drosophila brain","Rivera-Alba M, Vitaladevuni SN, Mishchenko Y, Lu Z, Takemura SY, Scheffer L, Meinertzhagen IA, Chklovskii DB, de Polavieja GG.","Curr Biol. 2011 Dec 6;21(23):2000-5. doi: 10.1016/j.cub.2011.10.022. Epub 2011 Nov 23.","Rivera-Alba M","Curr Biol","2011","2011/11/29","PMC3244492","NIHMS343146","10.1016/j.cub.2011.10.022"
"37310871","A descending inhibitory mechanism of nociception mediated by an evolutionarily conserved neuropeptide system in Drosophila","Oikawa I, Kondo S, Hashimoto K, Yoshida A, Hamajima M, Tanimoto H, Furukubo-Tokunaga K, Honjo K.","Elife. 2023 Jun 13;12:RP85760. doi: 10.7554/eLife.85760.","Oikawa I","Elife","2023","2023/06/13","PMC10328526","","10.7554/eLife.85760"
"16139208","Molecular, anatomical, and functional organization of the Drosophila olfactory system","Couto A, Alenius M, Dickson BJ.","Curr Biol. 2005 Sep 6;15(17):1535-47. doi: 10.1016/j.cub.2005.07.034.","Couto A","Curr Biol","2005","2005/09/06","","","10.1016/j.cub.2005.07.034"
"38386552","Kin17 regulates proper cortical localization of Miranda in Drosophila neuroblasts by regulating Flfl expression","Connell M, Xie Y, Deng X, Chen R, Zhu S.","Cell Rep. 2024 Mar 26;43(3):113823. doi: 10.1016/j.celrep.2024.113823. Epub 2024 Feb 21.","Connell M","Cell Rep","2024","2024/02/22","PMC10980573","NIHMS1975615","10.1016/j.celrep.2024.113823"
"23040808","Peptide neuromodulation in invertebrate model systems","Taghert PH, Nitabach MN.","Neuron. 2012 Oct 4;76(1):82-97. doi: 10.1016/j.neuron.2012.08.035.","Taghert PH","Neuron","2012","2012/10/09","PMC3466441","NIHMS405089","10.1016/j.neuron.2012.08.035"
"27498566","Neuromodulation of Courtship Drive through Tyramine-Responsive Neurons in the Drosophila Brain","Huang J, Liu W, Qi YX, Luo J, Montell C.","Curr Biol. 2016 Sep 12;26(17):2246-56. doi: 10.1016/j.cub.2016.06.061. Epub 2016 Aug 4.","Huang J","Curr Biol","2016","2016/08/09","PMC5021585","NIHMS800811","10.1016/j.cub.2016.06.061"
"30231999","Sobremesa L-type Amino Acid Transporter Expressed in Glia Is Essential for Proper Timing of Development and Brain Growth","Galagovsky D, Depetris-Chauvin A, Manière G, Geillon F, Berthelot-Grosjean M, Noirot E, Alves G, Grosjean Y.","Cell Rep. 2018 Sep 18;24(12):3156-3166.e4. doi: 10.1016/j.celrep.2018.08.067.","Galagovsky D","Cell Rep","2018","2018/09/21","PMC6167638","","10.1016/j.celrep.2018.08.067"
"26996505","The Hippo Pathway Regulates Neuroblasts and Brain Size in Drosophila melanogaster","Poon CL, Mitchell KA, Kondo S, Cheng LY, Harvey KF.","Curr Biol. 2016 Apr 25;26(8):1034-42. doi: 10.1016/j.cub.2016.02.009. Epub 2016 Mar 17.","Poon CL","Curr Biol","2016","2016/03/22","","","10.1016/j.cub.2016.02.009"
"16814722","Flies without centrioles","Basto R, Lau J, Vinogradova T, Gardiol A, Woods CG, Khodjakov A, Raff JW.","Cell. 2006 Jun 30;125(7):1375-86. doi: 10.1016/j.cell.2006.05.025.","Basto R","Cell","2006","2006/07/04","","","10.1016/j.cell.2006.05.025"
"36711843","Neural mechanisms to incorporate visual counterevidence in self motion estimation","Tanaka R, Zhou B, Agrochao M, Badwan BA, Au B, Matos NCB, Clark DA.","bioRxiv [Preprint]. 2023 Jul 11:2023.01.04.522814. doi: 10.1101/2023.01.04.522814.","Tanaka R","bioRxiv","2023","2023/01/30","PMC9881891","","10.1101/2023.01.04.522814"
"37267107","SAMPL is a high-throughput solution to study unconstrained vertical behavior in small animals","Zhu Y, Auer F, Gelnaw H, Davis SN, Hamling KR, May CE, Ahamed H, Ringstad N, Nagel KI, Schoppik D.","Cell Rep. 2023 Jun 27;42(6):112573. doi: 10.1016/j.celrep.2023.112573. Epub 2023 Jun 1.","Zhu Y","Cell Rep","2023","2023/06/02","PMC10592459","NIHMS1912773","10.1016/j.celrep.2023.112573"
"39576867","Four SpsP neurons are an integrating sleep regulation hub in Drosophila","Dai X, Le JQ, Ma D, Rosbash M.","Sci Adv. 2024 Nov 22;10(47):eads0652. doi: 10.1126/sciadv.ads0652. Epub 2024 Nov 22.","Dai X","Sci Adv","2024","2024/11/22","PMC11584021","","10.1126/sciadv.ads0652"
"24055154","Extremes of lineage plasticity in the Drosophila brain","Lin S, Marin EC, Yang CP, Kao CF, Apenteng BA, Huang Y, O'Connor MB, Truman JW, Lee T.","Curr Biol. 2013 Oct 7;23(19):1908-13. doi: 10.1016/j.cub.2013.07.074. Epub 2013 Sep 19.","Lin S","Curr Biol","2013","2013/09/24","PMC3902790","NIHMS511381","10.1016/j.cub.2013.07.074"
"29989549","Characterization of developmental and molecular factors underlying release heterogeneity at Drosophila synapses","Akbergenova Y, Cunningham KL, Zhang YV, Weiss S, Littleton JT.","Elife. 2018 Jul 10;7:e38268. doi: 10.7554/eLife.38268.","Akbergenova Y","Elife","2018","2018/07/11","PMC6075867","","10.7554/eLife.38268"
"38293177","Single dopaminergic neuron DAN-c1 in Drosophila larval brain mediates aversive olfactory learning through D2-like receptors","Qi C, Qian C, Steijvers E, Colvin RA, Lee D.","bioRxiv [Preprint]. 2024 Jun 20:2024.01.15.575767. doi: 10.1101/2024.01.15.575767.","Qi C","bioRxiv","2024","2024/01/31","PMC10827047","","10.1101/2024.01.15.575767"
"34551295","UQCRC1 engages cytochrome c for neuronal apoptotic cell death","Hung YC, Huang KL, Chen PL, Li JL, Lu SH, Chang JC, Lin HY, Lo WC, Huang SY, Lee TT, Lin TY, Imai Y, Hattori N, Liu CS, Tsai SY, Chen CH, Lin CH, Chan CC.","Cell Rep. 2021 Sep 21;36(12):109729. doi: 10.1016/j.celrep.2021.109729.","Hung YC","Cell Rep","2021","2021/09/22","","","10.1016/j.celrep.2021.109729"
"22442379","The metabolism of histamine in the Drosophila optic lobe involves an ommatidial pathway: β-alanine recycles through the retina","Borycz J, Borycz JA, Edwards TN, Boulianne GL, Meinertzhagen IA.","J Exp Biol. 2012 Apr 15;215(Pt 8):1399-411. doi: 10.1242/jeb.060699.","Borycz J","J Exp Biol","2012","2012/03/24","PMC3309881","","10.1242/jeb.060699"
"34919052","NMNAT promotes glioma growth through regulating post-translational modifications of P53 to inhibit apoptosis","Liu J, Tao X, Zhu Y, Li C, Ruan K, Diaz-Perez Z, Rai P, Wang H, Zhai RG.","Elife. 2021 Dec 17;10:e70046. doi: 10.7554/eLife.70046.","Liu J","Elife","2021","2021/12/17","PMC8683086","","10.7554/eLife.70046"
